,#,V,Source In,Source Out,Record In,Record Out,Name,Clip Directory,Duration TC,Frame Rate,Resolution,Video Codec,Audio Codec,Description,Comments,Keywords,Clip Color,Shot,Scene,Take,Flags,Camera #,Date Modified,File Type
2262,2251,A9,00:01:10:09,00:01:45:07,01:39:08:20,01:39:43:18,War Time 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:02:13:15,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,Green,,Sun Nov  3 20:35:33 2019,aif
2263,2251,A9,00:01:10:09,00:01:45:07,01:39:08:20,01:39:43:18,War Time 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 22:13:26 2020,mov
2264,2252,V1,00:00:42:09,00:00:43:18,01:39:09:05,01:39:10:14,gettyimages-1B012263_038-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:48:08,25.000,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:11:53 2020,mp4
2266,2254,V1,00:00:19:27,00:00:21:20,01:39:10:14,01:39:12:08,gettyimages-502797693-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:11:25,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:12:28 2020,mp4
2267,2255,A6,00:00:00:00,00:00:03:11,01:39:12:00,01:39:15:11,Impact-Hit-Reverb-01,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:08:04,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 12:59:36 2017,aif
2268,2256,A7,00:00:02:16,00:00:03:16,01:39:12:00,01:39:13:00,18-46 Flash Pot Small Powder Flash,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:16:04,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 16:32:45 2009,aif
2269,2257,V1,00:01:04:21,00:01:06:00,01:39:12:08,01:39:13:16,gettyimages-502797693-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:11:25,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:12:28 2020,mp4
2270,2258,A5,00:00:00:00,00:00:00:21,01:39:12:09,01:39:13:05,Camera 2,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:00:21,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Tue Feb 12 23:12:49 2008,caf
2271,2259,V1,00:01:08:12,00:01:10:05,01:39:13:16,01:39:15:11,gettyimages-502797693-640_adpp,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:01:11:25,29.970,480 x 360,H.264,AAC,Description deleted (Tal),,Carole Lombard,Navy,,,Getty,,,Mon Jan 27 20:12:28 2020,mp4
2272,2260,V1,00:00:49:09,00:00:50:00,01:39:15:11,01:39:16:04,200-MTT-903GHI,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:12:06:02,29.970,720 x 480,H.264,Linear PCM,"1942, out takes of FBI Front, class of FBI agents watching movies of Nazi agents, shot card provided",,"FBI,Duquesne,cinéma",Navy,1942,VIS 7546,ADA DP (NARA),Cocoa;Green,,Sat Nov  2 06:54:34 2019,mov
2273,2261,V1,00:01:01:12,00:01:02:16,01:39:16:04,01:39:17:08,200-MTT-903NQ,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:05:54:22,29.970,720 x 480,H.264,Linear PCM,"1942, out takes of FBI Front, class of FBI agents watching movies of Nazi agents, shot card provided",,"FBI,Duquesne,Hoover,cinéma",Navy,1942,VIS 7548,ADA DP (NARA),Cocoa,,Sat Nov  2 06:54:34 2019,mov
2274,2262,V1,00:02:28:21,00:02:30:04,01:39:17:08,01:39:18:19,200-MTT-903NQ,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:05:54:22,29.970,720 x 480,H.264,Linear PCM,"1942, out takes of FBI Front, class of FBI agents watching movies of Nazi agents, shot card provided",,"FBI,Duquesne,Hoover,cinéma",Navy,1942,VIS 7548,ADA DP (NARA),Cocoa,,Sat Nov  2 06:54:34 2019,mov
2275,2263,V1,00:04:03:12,00:04:04:09,01:39:18:19,01:39:19:17,111-ANSM-42 r2,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:05:40:07,29.970,720 x 480,H.264,Linear PCM,,,"FBI,Duquesne,Hoover,Z",Navy,,VIS 7542 R2,ADA DP (NARA),Cocoa,,Sat Nov  2 06:54:34 2019,mov
2276,2264,V1,00:04:08:09,00:04:09:14,01:39:19:17,01:39:20:22,111-ANSM-42 r2,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:05:40:07,29.970,720 x 480,H.264,Linear PCM,,,"FBI,Duquesne,Hoover,Z",Navy,,VIS 7542 R2,ADA DP (NARA),Cocoa,,Sat Nov  2 06:54:34 2019,mov
2277,2265,A6,00:00:59:00,00:00:51:22,01:39:19:17,01:39:26:20,"1-38 Airport, Control Twr Air Traffic Control_ Two Way Radio Communications, Control Tower",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:01:08:01,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
2278,2266,V1,00:04:46:28,00:04:48:13,01:39:20:22,01:39:22:09,111-ANSM-42 r2,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:05:40:07,29.970,720 x 480,H.264,Linear PCM,,,"FBI,Duquesne,Hoover,Z",Navy,,VIS 7542 R2,ADA DP (NARA),Cocoa,,Sat Nov  2 06:54:34 2019,mov
2279,2267,V1,00:04:50:26,00:04:52:11,01:39:22:09,01:39:23:22,111-ANSM-42 r2,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191102/Film Files,00:05:40:07,29.970,720 x 480,H.264,Linear PCM,,,"FBI,Duquesne,Hoover,Z",Navy,,VIS 7542 R2,ADA DP (NARA),Cocoa,,Sat Nov  2 06:54:34 2019,mov
2280,2268,A3,00:00:06:13,00:00:11:06,01:39:22:10,01:39:27:03,Drone-Wind-02,/Volumes/RAID1/OPUW/Media/Sound FX/wind,00:01:30:07,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 13:03:31 2017,aif
2282,2270,V1,00:00:23:00,00:00:24:13,01:39:23:22,01:39:25:10,ada_5685_vis_01094213_01184413,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:02:08,25.000,640 x 524,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,DP,Tue Jan 28 09:21:29 2020,mp4
2283,2271,A5,00:00:02:16,00:00:05:14,01:39:23:22,01:39:26:20,"6-88 Morse Code- Morse Code Beeps, Sending Telegraph Message Over Wireless 1",/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:19:10,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
2284,2272,V1,00:00:53:08,00:00:54:18,01:39:25:10,01:39:26:20,ada_5685_vis_01094213_01184413,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:02:08,25.000,640 x 524,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,DP,Tue Jan 28 09:21:29 2020,mp4
2287,2275,V1,00:00:49:21,00:00:50:17,01:39:26:20,01:39:27:16,ADA_8254-2K_vis_04001403_04005600,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:00:56:18,25.000,640 x 486,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,DP,Tue Jan 28 09:20:37 2020,mp4
2288,2276,A6,00:00:00:16,00:00:03:16,01:39:26:20,01:39:29:20,"25 Airplane,Triplane Fokker Dr.i;Ext;Start,Idle",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:01:03:12,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Oct  2 14:36:28 2019,wav
2289,2277,V1,00:00:52:00,00:00:52:20,01:39:27:16,01:39:28:11,ADA_8254-2K_vis_04001403_04005600,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:00:56:18,25.000,640 x 486,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,DP,Tue Jan 28 09:20:37 2020,mp4
2290,2278,A7,00:00:02:08,00:00:09:11,01:39:27:16,01:39:34:19,"24-Avro Lancaster_ World War II Bomber, 4 Piston Engines_ Navigator's Position_ Tests, Take Off",/Volumes/RAID1/OPUW/Media/Sound FX/airplanes,00:04:07:10,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Jun 23 09:30:19 2008,wav
2292,2280,V1,00:00:55:11,00:00:56:09,01:39:28:11,01:39:29:09,TFA-329E_vis_00000000_00024500,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:02:45:08,25.000,640 x 480,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,TFA,Tue Jan 28 09:23:02 2020,mp4
2294,2282,V1,00:00:56:20,00:00:57:20,01:39:29:09,01:39:30:09,TFA-329E_vis_00000000_00024500,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:02:45:08,25.000,640 x 480,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,TFA,Tue Jan 28 09:23:02 2020,mp4
2295,2283,V1,00:01:08:08,00:01:09:09,01:39:30:09,01:39:31:10,TFA-329E_vis_00000000_00024500,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:02:45:08,25.000,640 x 480,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,TFA,Tue Jan 28 09:23:02 2020,mp4
2296,2284,V1,00:00:11:01,00:00:11:22,01:39:31:10,01:39:32:06,ada_5685_vis_01094213_01184413,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:09:02:08,25.000,640 x 524,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,DP,Tue Jan 28 09:21:29 2020,mp4
2297,2285,V1,00:01:28:14,00:01:29:19,01:39:32:06,01:39:33:11,TFA-329E_vis_00000000_00024500,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:02:45:08,25.000,640 x 480,H.264,AAC,,,"Luftwaffe,avion,bombardier",Navy,,,Atelier des archives,,TFA,Tue Jan 28 09:23:02 2020,mp4
2298,2286,V1,00:00:33:10,00:00:34:17,01:39:33:11,01:39:34:19,superfortress-flying-overhead-large-bomb-being-hauled-along-at-past-video-id1076832168,/Volumes/RAID1/OPUW/Media/Archives/Getty,00:00:48:13,23.976,640 x 360,H.264,AAC,,,"Manhattan,avion,bombardier,New York",Navy,,,Getty,,,Sun Sep 15 22:27:32 2019,mp4
2299,2287,A5,00:00:05:11,00:00:10:05,01:39:33:22,01:39:38:16,"3-77 Metal, Hit Anvil Hit, Reverberant _ Metal Clank, Reverberant",/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:00:16:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
2300,2288,A6,00:00:00:00,00:00:04:10,01:39:34:06,01:39:38:16,Impact-Hit-Reverb-03,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:08:20,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Nov 27 12:59:37 2017,aif
2302,2290,V1,00:01:44:04,00:01:45:15,01:39:36:06,01:39:37:18,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2304,2292,A7,00:00:11:00,00:00:13:10,01:39:36:06,01:39:38:16,"62 Electricity,Spark High Voltage Spark",/Volumes/RAID1/OPUW/Media/Sound FX/city,00:01:56:15,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 19:23:30 2009,aif
2306,2294,V1,00:01:45:20,00:01:46:18,01:39:37:18,01:39:38:16,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2307,2295,A8,00:00:03:01,00:00:03:06,01:39:38:01,01:39:38:06,"8-84 Submarine, Scope- Electronic Scope Beeps",/Volumes/RAID1/OPUW/Media/Sound FX/submarine,00:00:31:02,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
2308,2296,V1,00:02:31:11,00:02:32:22,01:39:38:16,01:39:40:01,65675053518-H264,/Volumes/RAID1/OPUW/Media/Archives/Critical Past,00:04:19:14,29.970,640 x 360,H.264,AAC,,,"Navy,Enigma,U-Boots",Navy,,,Critical Past,,,Tue Jan 28 21:14:47 2020,mp4
2311,2299,A6,00:00:12:11,00:00:15:24,01:39:40:01,01:39:43:14,Typewriter Manual,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:43:23,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Tue Feb 12 23:21:36 2008,caf
2309,2297,V1,00:02:01:12,00:02:02:21,01:39:40:01,01:39:41:11,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2310,2298,A5,00:00:02:04,00:00:05:17,01:39:40:01,01:39:43:14,39 Typewriter - Manual - Write - Paper Out - Office,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:58:08,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Mon Mar  9 18:18:55 2009,aif
2312,2300,V1,00:02:08:08,00:02:10:05,01:39:41:11,01:39:43:08,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2313,2301,A7,01:00:17:22,01:00:20:13,01:39:43:03,01:39:45:19,Whoosh 02 Breezy,/Volumes/RAID1/OPUW/Media/Sound FX/short,00:00:10:00,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
2314,2302,V1,00:01:02:21,00:01:04:08,01:39:43:08,01:39:44:20,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2316,2303,A9,00:01:10:09,00:01:49:14,01:39:43:18,01:40:22:23,War Time 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 22:13:26 2020,mov
2315,2303,A9,00:01:10:09,00:01:49:14,01:39:43:18,01:40:22:23,War Time 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:02:13:15,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,Green,,Sun Nov  3 20:35:33 2019,aif
2317,2304,V1,00:01:11:23,00:01:13:02,01:39:44:20,01:39:45:24,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2318,2305,A5,00:00:07:03,00:00:07:22,01:39:44:24,01:39:45:18,"50 Switch, Wall Push Button_ Fast",/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:12:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed May 27 16:57:38 2009,aif
2320,2307,V1,00:02:14:12,00:02:15:08,01:39:45:24,01:39:46:20,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2321,2308,A1,00:03:17:00,00:03:20:03,01:39:45:24,01:39:49:02,221231-05,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/Donitz,00:08:14:03,25.000,720 x 540,H.264,AAC,,Existe chez INA AFE86001785,"Dönitz,U-Boots,Enigma",Navy,1941,,Footage Farm,Green,,Thu Jun 20 16:03:21 2019,mp4
2322,2309,A5,00:00:12:20,00:00:16:11,01:39:45:24,01:39:49:15,9-03 Sending Morse Code Message With Telegraph Key 2,/Volumes/RAID1/OPUW/Media/Sound FX/teletype,00:00:27:24,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Wed Feb 20 18:53:03 2019,wav
2323,2310,V1,00:02:15:11,00:02:16:09,01:39:46:20,01:39:47:18,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2324,2311,V1,00:02:17:15,00:02:18:03,01:39:47:18,01:39:48:06,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2325,2312,V1,00:02:16:13,00:02:17:10,01:39:48:06,01:39:49:02,DEMONSTRATION OF GERMAN ENIGMA MACHINE WWII SECRET CODE DEVICE 70962 Enigma Machine_2398,/Volumes/RAID1/OPUW/Media/Archives/Periscope,00:02:24:19,23.976,854 x 480,H.264,AAC,,Trouvé sur footage.net,"U-Boots,Enigma",Navy,,,Periscope,,,Fri Jun  7 11:56:20 2019,mp4
2326,2313,V1,00:13:33:03,00:13:34:11,01:39:49:02,01:39:50:10,H1862-03,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/NY Harbor,00:20:32:20,25.000,768 x 576,H.264,AAC,Beau plan d'un opérateur de radio.,,"New York,port,waterfront,Normandie,passagers,sabotage,Enigma",Navy,1942,,Footage Farm,Green,,Thu Jun 20 10:14:48 2019,mp4
2328,2315,V1,00:07:25:06,00:07:26:02,01:39:50:10,01:39:51:06,nada1052-ada4513_vis_01232215_01334915,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:10:27:00,25.000,640 x 524,H.264,AAC,,,"Navy,Knox,State Department,Hull",Navy,,,Atelier des archives,,DP,Thu Jan 23 10:46:42 2020,mp4
2329,2316,V1,00:09:11:23,00:09:13:06,01:39:51:06,01:39:52:14,nada1052-ada4513_vis_01232215_01334915,/Volumes/RAID1/OPUW/Media/Archives/ADA,00:10:27:00,25.000,640 x 524,H.264,AAC,,,"Navy,Knox,State Department,Hull",Navy,,,Atelier des archives,,DP,Thu Jan 23 10:46:42 2020,mp4
2330,2317,V1,00:01:03:22,00:01:04:21,01:39:52:14,01:39:53:13,250176-07,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/White House,00:08:23:09,25.000,720 x 540,H.264,AAC,,,"Maison-Blanche,Washington,FDR,Knox,Navy",Navy,1942,,Footage Farm,Green,,Thu Jun 20 16:18:19 2019,mp4
2331,2318,V1,00:00:58:21,00:00:59:17,01:39:53:13,01:39:54:09,220418-05,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/NY Harbor,00:08:14:11,25.000,720 x 540,H.264,AAC,,,"New York,port,carte,Coast Guard,waterfront,Navy",Navy,1941,,Footage Farm,Green,,Thu Jun 20 16:16:59 2019,mp4
2332,2319,V1,00:01:29:08,00:01:30:16,01:39:54:09,01:39:55:17,250176-07,/Volumes/RAID1/OPUW/Media/Archives/Footage Farm/White House,00:08:23:09,25.000,720 x 540,H.264,AAC,,,"Maison-Blanche,Washington,FDR,Knox,Navy",Navy,1942,,Footage Farm,Green,,Thu Jun 20 16:18:19 2019,mp4
2333,2320,V1,00:00:00:00,00:00:00:00,01:39:55:17,01:39:57:05,CINQUIEME COLONNE (1942-Tou) NZ [4-4] (Christophe L),/Volumes/RAID1/OPUW/Media/Photos/Christophel,00:00:00:01,25.000,714 x 567,JPEG,,"COLLECTION CHRISTOPHEL NZ Universal DR 5eme COLONNE (SABOTEUR LA CINQUIEME COLONNE) de Alfred Hitchcock 1942 USA avec Alfred Hitchcock sur le tournage caméra, equipe technique scenario de Peter Viertel",,"Saboteur,Hitchcock,cinéma",Yellow,,,Christophel,,,Mon Jan 27 10:44:27 2020,jpg
2335,2322,V1,00:00:00:00,00:00:03:01,01:39:57:05,01:40:00:06,Hitchcock Tournage Saboteur 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,F6HN19,Alamy,,,Tue Jan 28 21:54:19 2020,mov
2337,2324,V1,00:00:00:00,00:00:00:00,01:40:00:06,01:40:01:13,Saboteur Dépliant Universal 1,/Volumes/RAID1/OPUW/Media/After Effects/Media,00:00:00:01,25.000,2449 x 3160,JPEG,,,,,Yellow,,,Document,,,Thu Aug 30 15:37:35 2018,jpg
2338,2325,A4,01:00:00:00,01:00:06:04,01:40:00:24,01:40:07:03,Hit 13 Metal Slam,/Volumes/RAID1/OPUW/Media/Sound FX/hits,00:00:07:10,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Jul  7 06:37:10 2019,wav
2339,2326,A7,00:00:07:14,00:00:00:21,01:40:01:05,01:40:07:23,"5-65 Whoosh,scene changeb",/Volumes/RAID1/OPUW/Media/Sound FX/short,00:00:07:15,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
2340,2327,V1,00:00:00:00,00:00:00:00,01:40:01:13,01:40:02:19,1203_BW_P0008,/Volumes/RAID1/OPUW/Media/Photos/MPTV/Sélection,00:00:00:01,25.000,1188 x 1500,JPEG,,,,Hitchcock,Yellow,,,mptv,,,Mon Jun 24 19:50:44 2019,jpg
2341,2328,V1,00:00:00:00,00:00:00:00,01:40:02:19,01:40:04:07,screencapture-artsandculture-google-asset-alfred-hitchcock-AEBCnPCbOXbAw-2019-06-10-17_10_[24-24],/Volumes/RAID1/OPUW/Media/Photos/Life/Web Captures/Hitchcock,00:00:00:01,25.000,2560 x 2820,JPEG,,,,Hitchcock,Yellow,1942,,LIFE,,,Mon Jun 10 17:10:26 2019,jpg
2343,2330,V1,00:00:00:00,00:00:03:16,01:40:04:07,01:40:07:23,Saboteur Dépliant Paquebot 02,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:16,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Cinémathèque française,Mon Feb  3 09:44:28 2020,mov
2344,2331,A5,00:00:00:00,00:00:07:15,01:40:06:24,01:40:14:14,"5-65 Whoosh,scene changeb",/Volumes/RAID1/OPUW/Media/Sound FX/short,00:00:07:15,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
2345,2332,A6,00:00:05:11,00:00:13:01,01:40:07:01,01:40:14:16,"3-77 Metal, Hit Anvil Hit, Reverberant _ Metal Clank, Reverberant",/Volumes/RAID1/OPUW/Media/Sound FX/construction,00:00:16:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Fri May  3 08:31:48 2019,wav
2347,2334,A4,00:00:00:02,00:00:08:20,01:40:07:23,01:40:16:16,Tick_Tock_Slow_01,/Volumes/RAID1/OPUW/Media/Sound FX/foley,00:00:10:05,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Tue May  6 02:21:04 2014,wav
2348,2335,A7,00:02:28:22,00:02:34:15,01:40:07:23,01:40:13:16,"1-18 Crowd, Outdoor (Medium Crowd_ General Ambience Voices Footsteps)",/Volumes/RAID1/OPUW/Media/Sound FX/people,00:03:02:19,0.000,,,Linear PCM,,,,Pink,,,Sound FX Tal,,,Sun Nov  9 21:06:16 2008,aif
2349,2336,V1,00:08:32:06,00:08:33:03,01:40:09:10,01:40:10:09,mt-mtt-780b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:10:41:10,60.000,720 x 480,H.264,AAC,,,"OCD,journal,guerre,cinéma",Navy,,VIS 7572,ADA DP (NARA),Cocoa;Green,,Tue Nov  5 06:49:32 2019,mp4
2352,2339,V1,00:01:05:03,00:01:05:58,01:40:10:09,01:40:11:07,mt-mtt-780b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:10:41:10,60.000,720 x 480,H.264,AAC,,,"OCD,journal,guerre,cinéma",Navy,,VIS 7572,ADA DP (NARA),Cocoa;Green,,Tue Nov  5 06:49:32 2019,mp4
2353,2340,V1,00:02:35:07,00:02:36:28,01:40:11:07,01:40:12:16,mt-mtt-780b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:10:41:10,60.000,720 x 480,H.264,AAC,,,"OCD,journal,guerre,cinéma",Navy,,VIS 7572,ADA DP (NARA),Cocoa;Green,,Tue Nov  5 06:49:32 2019,mp4
2354,2341,V1,00:01:53:30,00:01:54:30,01:40:12:16,01:40:13:16,mt-mtt-780b,/Volumes/RAID1/OPUW/Media/Archives/National Archives/Michael 191105/Film Files_2019_11_3,00:10:41:10,60.000,720 x 480,H.264,AAC,,,"OCD,journal,guerre,cinéma",Navy,,VIS 7572,ADA DP (NARA),Cocoa;Green,,Tue Nov  5 06:49:32 2019,mp4
2355,2342,V1,00:00:00:00,00:00:03:00,01:40:13:16,01:40:16:16,War Time 01,/Volumes/RAID1/OPUW/Media/Musique/Tal,00:02:13:15,0.000,,,Linear PCM,,,musique,Olive,,,Musique Tal,Green,,Sun Nov  3 20:35:33 2019,aif
2356,2342,V1,00:00:00:00,00:00:03:00,01:40:13:16,01:40:16:16,War Time 01,/Volumes/RAID1/OPUW/Media/After Effects/Renders,00:00:03:01,25.000,1920 x 1080,Apple ProRes 422 HQ,,,,,Chocolate,,,Document,,Presse,Tue Jan 28 22:13:26 2020,mov
